id,name,link,current_price,original_price,discount_rate,rating_average,quantity_sold,authors,seller_name,category,manufacturer,short_description
275861063,Walden Một Mình Sống Trong Rừng (Ấn Bản Bỏ Túi) - Bản Quyền,https://tiki.vn/product-p275861063.html?spid=275861064,151164,180000,16,5.0,55,Henry David Thoreau,Gooda Official,Du ký,Nhà Xuất Bản Tri Thức,"“Walden” là một hồi tưởng đầy chiêm nghiệm suy tư về quãng đời “hai năm hai tháng hai ngày” sống một mình trong một mảnh đất rừng bên cạnh đầm Walden, “Giọt nước của Trời”, “đáng yêu hơn kim cương” tr..."
274468056,Du Ký Việt Nam trên Nam Phong tạp chí (Hộp 2 cuốn),https://tiki.vn/product-p274468056.html?spid=274540893,694200,890000,22,4.0,1,"Nguyễn Hữu Sơn, Nhiều tác giả",Nhà Xuất Bản Trẻ,Du ký,NXB Trẻ,"Những đóng góp của Tạp chí Nam Phong (1917 - 1934)  trong việc xây dựng một nền quốc văn mới, phổ biến học thuật, giới thiệu những tư tưởng triết học, khoa học, văn chương, lịch sử… của cả Á và Âu tro..."
273842947,Vạn Dặm Đường Từ Một Bước Chân,https://tiki.vn/product-p273842947.html?spid=273842948,118000,159000,26,5.0,56,Mavis ViVu Ký,Tiki Trading,Du ký,Nhà Xuất Bản Phụ Nữ Việt Nam,"“Vạn dặm đường từ một bước chân” là hành trình của Mavis Vi Vu Ký khám phá 63 tỉnh thành Việt Nam trong 6 năm. Bạn có thể tìm thấy trong 248 trang sách một Mavis ngây ngô, háo hức trước những điều mới..."
210277405,Du hành cùng Herodotus,https://tiki.vn/product-p210277405.html?spid=210277409,90450,135000,33,4.7,157,Ryszard Kapuściński,Tiki Trading,Du ký,Nhà Xuất Bản Thế Giới,Du ký là mảnh đất màu mỡ lúc xa xôi khi lạ lẫm vẫn là ấn tượng của con người về thế giới rộng lớn bên ngoài. Tưởng chừng sự hoàn thành quá trình tìm hiểu cặn kẽ những miền đất lạ đã tước đi chỗ đứng c...
210277378,Gỗ mun,https://tiki.vn/product-p210277378.html?spid=210277384,106134,160000,34,4.5,202,Ryszard Kapuściński,Tiki Trading,Root,Nhà Xuất Bản Thế Giới,"Sơ lược về tác phẩmTrước hết là cái nhìn: Ryszard Kapuściński, đó là một cái nhìn luôn luôn độc đáo và thấu suốt, cho dù đối tượng sự quan sát của ông có là gì, và cho dù không mấy khi ông thích phân..."
204317934,1111 - Nhật Ký Sáu Vạn Dặm Trên Yên Xe Cà Tàng,https://tiki.vn/product-p204317934.html?spid=226923791,275975,290500,5,5.0,25,Trần Đặng Đăng Khoa,AHABOOKS,Du ký,NXB Trẻ,"Trần Đặng Đăng Khoa bắt đầu hành trình vạn dặm vòng quanh thế giới từ ngày 01/06/2017 tại cửa khẩu Mộc Bài (Tây Ninh). Với chiếc xe 100cc mang biển số Việt Nam, trong hành trình kéo dài 1.111 ngày, an..."
196902142,Cơm nhà xứ Quảng (Tặng kèm 1 bộ postcard 6 tấm có gửi hình kèm theo),https://tiki.vn/product-p196902142.html?spid=196902144,91100,130000,30,5.0,46,Lưu Bình,Tiki Trading,Du ký,Nhà Xuất Bản Lao Động,"“Cơm nhà xứ Quảng” là những góc nhớ của tác giả về cái bếp xưa, về những món ăn đong đầy sự tảo tần, tình yêu và tấm lòng của những người bà, người mẹ dành cho gia đình, lối xóm và những sản vật quê h..."
193209826,Con Đường Tơ Lụa - Vạn Dặm Xa Từ Pakistan Tới Tây An,https://tiki.vn/product-p193209826.html?spid=193209828,90400,129000,30,5.0,290,Trần Hồng Ngọc,Tiki Trading,Du ký,Nhà Xuất Bản Lao Động,Con đường tơ lụa là một trong những tuyến đường giao thương quan trọng và vĩ đại của nhân loại trong suốt hơn 1.500 năm lịch sử. Đặt chân tới những địa danh trên con đường tơ lụa có lẽ là mơ ước của r...
192333128,Du Ký Phan Quang - Tiếc Nuối Hoa Hồng,https://tiki.vn/product-p192333128.html?spid=192333129,342000,450000,24,5.0,37,Phan Quang,Tiki Trading,Du ký,Nhà Xuất Bản Văn Học,"Tiếc nuối hoa hồng là tuyển tập du ký của nhà báo, nhà hoạt động đối ngoại Phan Quang. Các bài được viết vào những thời điểm khác nhau sau các chuyến đi công tác nước ngoài, đã in thành sách: Thơ thẩn..."
189588167,Con Đường Tơ Lụa,https://tiki.vn/product-p189588167.html?spid=189588168,90300,129000,30,4.8,129,Trần Hồng Ngọc,NHÀ SÁCH CHIBOOKS,Du ký,Nhà Xuất Bản Lao Động,CON ĐƯỜNG TƠ LỤA: Vạn dặm xa từ Pakistan tới Tây AnTác giả: Trần Hồng NgọcThể loại: kỹ năng - trải nghiệmTủ sách văn học Việt NamĐơn vị cấp phép: NXB Lao độngĐơn vị xuất bản và phát hành: Chibook...
135552449,Ngón Tay Mình Còn Thơm Mùi Oải Hương (Tái Bản Có Cập Nhật Chỉnh Sửa),https://tiki.vn/product-p135552449.html?spid=135552450,107000,136000,21,5.0,416,Ngô Thị Giáng Uyên,Tiki Trading,Sách tiếng Việt,NXB Trẻ,"Du ký châu Âu khoảng thời gian tác giả du học ở Anh Quốc 2004-2005, kinh nghiệm học hành, làm việc, đi hội nghị và tranh thủ du lịch, thưởng thức văn hóa và đời sống ở nhiều vùng đất, cả những kinh ng..."
109982962,Sự Thật Ta Nắm Giữ - Một Hành Trình Xuyên Nước Mỹ,https://tiki.vn/product-p109982962.html?spid=109982963,117000,149000,21,4.7,104,Kamala Harris,Tiki Trading,Du ký,Nhà Xuất Bản Dân Trí,"Được viết bởi một nhà lãnh đạo chính trị quyền lực bậc nhất Hoa Kỳ, nhưng cuốn sách không hề khiến độc giả ngợp trong những vấn đề chính trị khô khan. Như tác giả cũng khẳng định, đây không phải cương..."
103511951,Tinh Hoa Du Ký Trên Tri Tân Tạp Chí (1941-1945),https://tiki.vn/product-p103511951.html?spid=103511952,234000,259000,10,5.0,58,"Nguyễn Hữu Sơn, Trần Bá Dung",Tiki Trading,Du ký,Nhà Xuất Bản Thanh Niên,"Cuốn sách cung cấp tư liệu cho người yêu văn hóa, văn học, các ngành du lịch, địa phương học, nhân học và liên ngành khoa học xã hội … Tạp chí Tri Tân là Tuần báo do Nguyễn Tường Phượng làm chủ bút. ..."
76106026,Cô Đơn Trên Everest (Du Ký),https://tiki.vn/product-p76106026.html?spid=76262768,88200,126000,30,4.8,412,Di Li,Liên Việt Official Store,Du ký,Nhà Xuất Bản Hội Nhà Văn,"""Du ký của Di Li cuốn hút bởi rất nhiều chi tiết ngập tràn thông tin mới lạ, chính điều đó đã làm nên những câu chuyện. Di Li kể chuyện hấp dẫn, tỉ mỉ và thủ thỉ như một người bạn. Qua cách mà cô chia..."
53545646,Tây Tạng Huyền Bí & Nghệ Thuật Sinh Tử (Tái Bản 2020),https://tiki.vn/product-p53545646.html?spid=53545647,118800,175000,32,4.7,569,Đặng Hoàng Xa,Tiki Trading,Du ký,Nhà Xuất Bản Thế Giới,"Tây Tạng Huyền Bí & Nghệ Thuật Sinh Tử (Tái Bản 2020)Tây Tạng là một khu vực cao nguyên tại châu Á, ở phía bắc và đông của dãy núi Himalaya. Đây là quê hương của người Tạng cũng như một số dân tộ..."
33765288,Đi Thật Xa Trên Một Chiếc Camper,https://tiki.vn/product-p33765288.html?spid=33765289,110000,172000,36,4.8,105,,PHAN LỆ & FRIENDS,Sách tiếng Việt,Nhà Xuất Bản Phụ Nữ,"Khi bạn đọc cuốn sách đầy cảm hứng này, có thể tác giả vẫn đang dấn bước trên một cung đường xa xôi. Ở Khải Đơn, mỗi cuốn sách sẽ vẽ ra một hành trình và hứa hẹn một hành trình tiếp nối. Điều đó truyề..."
26412706,Đừng Chết Ở Ả Rập Xê Út,https://tiki.vn/product-p26412706.html?spid=26412707,70000,99000,29,4.8,931,Nghiêm Hương,Tiki Trading,Root,Nhà Xuất Bản Thế Giới,Cuốn sách là tự truyện của một người phụ nữ đi xuất khẩu lao động tại Ả Rập Xê Út với mong muốn đổi đời với lời hứa hẹn từ trung tâm. Chỉ đến khi đặt chân đến đất nước Ả Rập cô mới nhận ra mình bị lừa...
17406542,Thế Giới Rộng Lớn Đừng Đi Một Mình,https://tiki.vn/product-p17406542.html?spid=17406543,97100,119000,18,4.3,3256,Lý Thành Cơ,Tiki Trading,Sách tiếng Việt,Nhà Xuất Bản Phụ Nữ,"""Sợ thì sợ, nhưng nếu cứ sống mãi trong vùng sợ, liệu chúng ta có biết được tuổi trẻ của mình dài bao nhiêu?""Càng lớn, con người càng đem theo bên mình nhiều nỗi sợ. Sợ thất nghiệp, thất tình, sự ngh..."
4059697,Theo Chân Người Tình & Một Mảnh Tình Riêng,https://tiki.vn/product-p4059697.html?spid=4060657,57600,85000,32,4.8,83,Sơn Nam,Tiki Trading,Du ký,,Theo Chân Người Tình & Một Mảnh Tình RiêngĐây là hai trong số không nhiều tác phẩm viết dưới dạng ghi chép – tùy bút của nhà văn Sơn Nam. Theo chân người tình là chuyện kể về chuyến đi làm cố vấ...
3767321,Mùi Hương Trầm,https://tiki.vn/product-p3767321.html?spid=3767323,174000,248000,30,4.8,585,Nguyễn Tường Bách,PHAN LỆ & FRIENDS,Nhà Sách Tiki,Nhà Xuất Bản Lao Động,"Trải dài từ Ấn Độ, Nepal, Tây Tạng, Trung Hoa,... trên thực địa, với núi Linh Thứu, vườn Lộc Uyển, Lâm-tì-ni, Lhasa, thành phố Varanasi,... mỗi dấu chân du hành không mang lấy cái chộn rộn của xu thế ..."
1061576,Đạp Xe Vì Tình Từ Ấn Sang Âu,https://tiki.vn/product-p1061576.html?spid=20478987,89600,108000,17,5.0,14,Per J Andersson,Nhà sách Fahasa,Root,,"Đạp Xe Vì Tình Từ Ấn Sang Âu Vào ngày 22 tháng 1 năm 1977, chàng trai trẻ Mahanandia, khi đó 24 tuổi, đã bắt đầu hành trình bằng xe đạp kéo dài 4 tháng từ thành phố Delhi, Ấn Độ đến thị trấn Boras, T..."
1058052,Bước Chân Theo Dấu Mặt Trời – Hành Trình Trở Về Ấn Độ,https://tiki.vn/product-p1058052.html?spid=1045288,80800,119000,32,4.3,1867,Phương Thu Thủy,Tiki Trading,Root,Nhà Xuất Bản Thế Giới,"Bước Chân Theo Dấu Mặt Trời – Hành Trình Trở Về Ấn Độ được viết bởi một người phụ nữ đã từ bỏ công việc ổn định, rời xa ngôi nhà êm ấm để trở thành kẻ lữ hành cô độc đến những miền đất lạ với tấm vé m..."
387725,Xách Ba Lô Lên Và Đi - Tập 1: Châu Á Là Nhà. Đừng Khóc! (Tái Bản),https://tiki.vn/product-p387725.html?spid=88100,90400,119000,24,4.8,1861,Huyền Chip,Tiki Trading,Sách tiếng Việt,Nhà Xuất Bản Phụ Nữ,"Xách Ba Lô Lên Và Đi - Tập 1: Châu Á Là Nhà. Đừng Khóc! (Tái Bản) ""Bước chân của Huyền khởi đầu cho trào lưu mới trong giới trẻ Việt: Khát khao vươn ra thế giới, đi và trải nghiệm"" - Tiền Phong ""“Ta..."
276016577,"Châu Âu Vạn Dặm - Một Cuộc Đời Sống, Vạn Bước Chân Đi",https://tiki.vn/product-p276016577.html?spid=276016578,115300,139000,17,5.0,2,,Nhà sách Fahasa,Root,Nhà Xuất Bản Lao Động,"    Châu Âu Vạn Dặm - Một Cuộc Đời Sống, Vạn Bước Chân Đi   ""Châu Âu vạn dặm"" của tác giả Miha Nguyễn và Nguyễn Hiếu là một hành trình đầy màu sắc với những trải nghiệm độc đáo và sâu sắc của hai ..."
272198973,Tôi Là Một Con Lừa -  Nguyễn Phương Mai - (bìa mềm),https://tiki.vn/product-p272198973.html?spid=272963954,76000,80000,5,5.0,3,Nguyễn Phương Mai,Bamboo Books,Du ký,Nhà Xuất Bản Tổng hợp TP.HCM,"Giới thiệu sách Tôi Là Một Con LừaKhông thể tin được…Một cô gái trẻ có sự nghiệp ổn định là giảng viên tại khoa kinh tế, Đại học Amsterdam, Hà Lan, công việc mà nhiều người hằng mơ ước lại đột ngột ..."
249941178,Tung Tăng Tung Tẩy…Trời Tây (Tái Bản T9/2022),https://tiki.vn/product-p249941178.html?spid=249941179,80000,100000,20,5.0,3,Lưu Đình Triều,NXB TỔNG HỢP,Du ký,Nhà Xuất Bản Tổng hợp TP.HCM,"Tập bút ký ""Tung tăng tung tẩy trời Tây"" của nhà báo Lưu Đình Triều không chỉ miêu tả cảnh vật, danh lam thắng cảnh, công trình văn hóa nghệ thuậ anh còn ghi nhận tâm lý, tính cách của con người nơi ..."
194960746,"Đà Lạt, một thời hương xa - Du Khảo Văn Hóa Đà Lạt 1954 - 1975",https://tiki.vn/product-p194960746.html?spid=194960747,157000,195000,19,4.0,49,Nguyễn Vĩnh Nguyên,Tiki Trading,Du ký,NXB Trẻ,"Đà Lạt được kiến tạo từ những cuộc du hành văn hóa trong quá khứ. Đà Lạt từng là không gian văn hóa đô thị có sức hấp dẫn riêng, nơi gặp gỡ của những khát vọng tri thức lớn, điểm đến của những hành tr..."
181991026,Sách Từ Rừng Thẳm Amazon Đến Quê Hương Bolero,https://tiki.vn/product-p181991026.html?spid=181991027,93000,124000,25,4.5,29,Nguyễn Tập,First News,Du ký,Nhà Xuất Bản Tổng hợp TP.HCM,"Cuốn du ký này gồm 4 phần: Amazon (Trong rừng thẳm Amazon), Mexico (Xứ sở của những chiếc đầu lâu pha lê, Peru (Bay trên thành phố đá) và Cuba (Lang thang trên quê hương Bolero). Chất du ký bụi bặm, p..."
167462132,"Tiếp Viên Hàng Không - Đôi Chân, Trái Tim Và Bầu Trời",https://tiki.vn/product-p167462132.html?spid=167462133,81100,99000,18,5.0,15,,Nhà sách Fahasa,Root,Nhà Xuất Bản Lao Động,"    Tiếp Viên Hàng Không - Đôi Chân, Trái Tim Và Bầu Trời ..."
164209952,Tiếp viên hàng không - Đôi chân trái tim và bầu trời,https://tiki.vn/product-p164209952.html?spid=164209953,69300,99000,30,5.0,60,,NHÀ SÁCH CHIBOOKS,Sách tiếng Việt,Nhà Xuất Bản Lao Động,"Tiếp viên hàng không - Đôi chân, trái tim và bầu trờiTác giả: Phương Vũ Fleur-----22 tuổi, mang trong mình hoài bão, nhiệt huyết và trái tim căng tràn nhựa sống, cô gái trẻ Phương Vũ Fleur đã quyết đị..."
162399299,Việt Nam Dọc Miền Du Ký - Tập 2,https://tiki.vn/product-p162399299.html?spid=162399300,192700,219000,12,5.0,17,,Nhà sách Fahasa,Root,Nhà Xuất Bản Lao Động,    Việt Nam Dọc Miền Du Ký - Tập 2 ...
136013292,UZBEKISTAN - Giấc Mơ Màu Lam Ngọc,https://tiki.vn/product-p136013292.html?spid=270111597,57000,60000,5,5.0,5,,Bamboo Books,Du ký,Nhà Xuất Bản Kim Đồng,"Một ngày tháng 6/2015, trong khi gia đình tôi đang rong chơi trên bãi biển xinh đẹp của đảo Guadeloupe thì Andrea - chồng tôi - bất ngờ nhận được một cú điện thoại. Đó là cuộc gọi từ trụ sở chính của ..."
111582626,Tôi Nghĩ Tôi Thích Nước Mỹ - Du Ký (Dương Thụy) (Tái Bản),https://tiki.vn/product-p111582626.html?spid=111582628,92100,118000,22,5.0,146,Dương Thụy,Tiki Trading,Sách tiếng Việt,NXB Trẻ,"Qua những câu chuyện cụ thể mà tác giả chứng kiến trên đất Mỹ, người đọc có thể vừa thư giãn với giọng văn vui tươi dí dỏm, vừa cảm nhận một nước Mỹ dù to lớn nhưng rất gần gũi...."
95163489,Joe Biden - Hành Trình Kéo Dài Năm Thập Kỷ,https://tiki.vn/product-p95163489.html?spid=95163490,103350,159000,35,4.8,66,,1980 BOOKS HCM,Du ký,Nhà Xuất Bản Thế Giới,"Người ta nói Tổng thống Hoa Kỳ mới đắc cử Joseph R. Biden Jr. vừa là người may mắn nhất, vừa là người kém may mắn nhất. Ông may mắn khi bền bỉ duy trì được sự nghiệp chính trị kéo dài hơn năm thập kỷ ..."
72882541,Chu Du Xứ Sương Mù,https://tiki.vn/product-p72882541.html?spid=73300796,67500,75000,10,5.0,24,Kim Anh,Nhà sách Fahasa,Sách tiếng Việt,Nhà Xuất Bản Kim Đồng,"Chu du xứ sương mù kể về chuyến đi học tập, trải nghiệm, vui chơi của một cô gái ở vương quốc Anh. Trong hành trình ấy có vất vả của những ngày làm hồ sơ xin học bổng. Có nỗi buồn của những ngày xa xứ..."
23870341,Vắt Qua Những Ngàn Mây,https://tiki.vn/product-p23870341.html?spid=23870342,63100,97000,35,4.8,92,Đỗ Quang Tuấn Hoàng,Tiki Trading,Root,Nhà Xuất Bản Văn Học,"Vắt qua những ngàn mây tập hợp những bài viết trong hành trình đi xuyên dải đất hình chữ S của tác giả Đỗ Quang Tuấn Hoàng. Ở mỗi vùng đất, từ miền phía Bắc Tổ quốc, băng qua dải đất miền Trung nắng g..."
15592528,Đi Bộ Xuyên Việt Với Cây Đàn Guitar,https://tiki.vn/product-p15592528.html?spid=15592531,73160,124000,41,4.7,216,Hồ Nhật Hà,Tiki Trading,Sách tiếng Việt,Nhà Xuất Bản Thanh Niên,"Đi Bộ Xuyên Việt Với Cây Đàn GuitarĐi bộ xuyên Việt với hành trang là cây đàn guitar và không đồng trong túi là một quyết định hẳn nhiều người sẽ cho là điên rồ. Nhưng với Hồ Nhật Hà, đó lại hành trì..."
11491784,Du Ngoạn Vòng Quanh Châu Á Trên Lưng Ngựa,https://tiki.vn/product-p11491784.html?spid=11491785,57000,95000,40,5.0,72,,VIETNAMBOOK,Sách tiếng Việt,,"Ghi lại hành trình chuyến du ngoạn của công tước Konstantin Aleksandrivich Vyazemski đến Việt Nam năm 1892. Qua đó giúp độc giả thấu hiểu hơn về lịch sử, văn hóa, phong tục, tập quán của các dân tộc c..."
8011013,Đi Rong Trên Những Múi Giờ,https://tiki.vn/product-p8011013.html?spid=8011014,64311,109000,41,4.8,378,Nguyễn Hữu Tài,Tiki Trading,Root,Nhà Xuất Bản Thế Giới,"Đi rong trên những múi giờ là cuốn sách gồm 19 bài viết về cuộc hành trình khám phá các quốc gia nằm trải rộng trên ba châu lục Á, Âu, Phi dưới cái nhìn của một người Mỹ gốc Việt hòa trộn trong mình c..."
5995385,Trên Đường Về Nhớ Đầy (Du Ký),https://tiki.vn/product-p5995385.html?spid=5995387,64000,85000,25,4.8,137,Dương Thành Truyền,Tiki Trading,Sách tiếng Việt,NXB Trẻ,"Những câu chuyện rủ rỉ, có duyên cùng những bức hình độc đáo có sức lôi kéo người đọc đọc mãi mà không muốn đặt sách xuống. Bạn đọc có thể thu nhận được rất nhiều từ cái nhìn thưởng lãm có phân tích c..."
507422,Du Hành Ký - Cuộc Sống & Những Điều Kì Diệu,https://tiki.vn/product-p507422.html?spid=586100,31000,38000,18,5.0,7,.,Nhân Văn,Root,,Du Hành Ký - Cuộc Sống & Những Điều Kì Diệu Cuốn sách gồm những nội dung chính như sau: Chương 1: Một mình trong cuộc hành trình Chương 2: Pháo hoa đi qua Dương Châu Chương 3: Cưỡi lừa leo núi...
370916,Rong Ruổi Thực Lục - Tập 1,https://tiki.vn/product-p370916.html?spid=153907102,80000,83300,4,5.0,5,Trần Đức Anh Sơn,TYMBooks,Du ký,Nhà Xuất Bản Văn Hóa - Văn Nghệ,"Rong Ruổi Thực Lục - Tập 1 Năm 2008, Nhà Xuất bản Lao Động và Nhà sách Cảo Thơm đã tập hợp một số bài viết trong hành trình từ Á sang Âu của Trần Đức Anh Sơn, xuất bản thành sách Rong ruổi thực lục. ..."
273916343,Vạn Dặm Đường Từ Một Bước Chân - Tặng Kèm Bookmark,https://tiki.vn/product-p273916343.html?spid=273916344,143100,159000,10,4.5,32,Mavis ViVu Ký,Nhà sách Fahasa,Root,Nhà Xuất Bản Phụ Nữ Việt Nam,    Vạn Dặm Đường Từ Một Bước Chân   VẠN DẶM ĐƯỜNG TỪ MỘT BƯỚC CHÂN - HÀNH TRÌNH 6 NĂM ĐI KHẮP 63 TỈNH THÀNH VIỆT NAM   “Vạn dặm đường từ một bước chân” là hành trình của Mavis Vi Vu Ký khám phá ...
71353257,Từ Nhà Ra Thế Giới - Những Bước Chân Đầu Tiên Của Một Công Dân Toàn Cầu,https://tiki.vn/product-p71353257.html?spid=71353258,59300,79000,25,4.8,74,Nhiều tác giả,Tiki Trading,Root,Nhà Xuất Bản Thanh Niên,TỪ NHÀ RA THẾ GIỚINhững bước chân đầu tiên của một công dân toàn cầuBạn hình dung như thế nào về việc du học? Bạn nghĩ thế nào là một công dân toàn cầu? Trong TỪ NHÀ RA THẾ GIỚI - Những bước chân đầ...
54426455,Combo Sách Du Ký : HIMALAYA – Hành Trình Chạm Đến Trán Trời + Khơi Lửa Sông Nile + Đừng Chết Ở Ả Rập Xê Út,https://tiki.vn/product-p54426455.html?spid=89920170,267000,356000,25,2.0,6, Nhiều Tác Giả,Alpha Books Official,Sách tiếng Việt,Nhà Xuất Bản Thế Giới,HIMALAYA – Hành Trình Chạm Đến Trán TrờiCuốn sách được viết khi Mai Lan và người bạn đồng hành đang trên đường trở về Salleri – điểm gần với Vườn quốc gia Sagarmatha nhất có thể đến được bằng ô tô. 2...
48481757,HIMALAYA –  Hành Trình Chạm Đến Trán Trời,https://tiki.vn/product-p48481757.html?spid=48481758,57800,105000,45,3.7,123,Mai Lan,Tiki Trading,Sách tiếng Việt,Nhà Xuất Bản Thế Giới,HIMALAYA – Hành Trình Chạm Đến Trán TrờiCuốn sách được viết khi Mai Lan và người bạn đồng hành đang trên đường trở về Salleri – điểm gần với Vườn quốc gia Sagarmatha nhất có thể đến được bằng ô tô. 2 ...
41294584,Du Ký Xanh - Hành Trình Cứu Biển,https://tiki.vn/product-p41294584.html?spid=41294585,73100,109000,33,4.3,30,Lekima Hùng,Tiki Trading,Root,,Ghi lại hành trình đi chụp ảnh rác thải nhựa gây ô nhiểm khắp Việt Nam của nhiếp ảnh gia Lekima Hùng. Hùng Lekima đã đi gần 7000km trong đó có 3.269km bờ biển từ Bắc chí Nam bằng xe máy.- Bố cục: Gồm...
14660324,Ở Lại Với Ngàn Sao (Du Ký),https://tiki.vn/product-p14660324.html?spid=87497438,130000,200000,35,4.7,22,Đỗ Doãn Hoàng,Liên Việt Official Store,Root,Nhà Xuất Bản Văn Học,"Chúng tôi lơ lửng trên bầu trời Thổ Nhĩ Kỳ. Như mộng du. Vật thể bay ấy trôi rất êm, rất chậm. Vừa bay còn vừa tự xoay quanh trục của mình khe khẽ, để khách lãng du có thể nhìn ba bề bốn bên các dãy n..."
5745743,Trên Đỉnh Namsan Ngắm Mặt Trời,https://tiki.vn/product-p5745743.html?spid=5745745,36800,99000,63,4.0,140,Hoài Thanh,Tiki Trading,Sách tiếng Việt,Nhà Xuất Bản Thế Giới,"Trên Đỉnh Namsan Ngắm Mặt Trời là hành trình trải nghiệm, khám phá đất nước Hàn Quốc của một cô gái không-biết-tiếng-Hàn. Cuốn sách là trải nghiệm của cá nhân tác giả Hoài Thanh kể về cuộc sống, học t..."
644149,Từ Rừng Thẳm Amazon Đến Quê Hương Bolero,https://tiki.vn/product-p644149.html?spid=24825210,102900,124000,17,4.7,27,Nguyễn Tập,Nhà sách Fahasa,Root,,"Từ Rừng Thẳm Amazon Đến Quê Hương Bolero   10 năm sau tác phẩm Dặm đường lang thang (NXB Trẻ, 2006), cây bút du ký Nguyễn Tập lại cho ra mắt độc giả cuốn sách thứ hai: Từ rừng thẳm Amazon đến quê hư..."
275466963,Tây Tạng Huyền Bí Và Nghệ Thuật Sinh Tử - Đặng Hoàng Xa (Omega),https://tiki.vn/product-p275466963.html?spid=72187247,127750,175000,27,4.7,22,Đặng Hoàng Xa,Sống Official,Sách tiếng Việt,Nhà Xuất Bản Thế Giới,"TÂY TẠNG HUYỀN BÍ VÀ NGHỆ THUẬT SINH TỬTác giả: Đặng Hoàng Xa     NỘI DUNG CHÍNHTây Tạng là một khu vực cao nguyên tại châu Á, ở phía bắc và đông của dãy núi Himalaya. Đây là quê hương của người T..."
210760848,Mèo Mốc - Nào Ta Cùng Ăn,https://tiki.vn/product-p210760848.html?spid=210760849,132000,150000,12,5.0,3,Mèo Mốc,Nhà sách Fahasa,Root,Nhà Xuất Bản Hội Nhà Văn,    Có bao giờ bạn thắc mắc món ăn trên bàn của bạn từ đâu tới? Bạn sẽ không ngờ được rằng xung quanh những món ăn nổi tiếng trên thế giới và những món ăn được yêu thích ở Việt Nam lại có nhiều câu...
190230191,Combo 3 cuốn Du ký Việt (Con đường - Dành cả - Tiếp viên),https://tiki.vn/product-p190230191.html?spid=190230192,233800,334000,30,5.0,2,"Hồng Trân, Trần Hồng Ngọc,  Phương Vũ",NHÀ SÁCH CHIBOOKS,Du ký,Nhà Xuất Bản Lao Động,1. CON ĐƯỜNG TƠ LỤA: Vạn dặm xa từ Pakistan tới Tây AnTác giả: Trần Hồng NgọcThể loại: kỹ năng - trải nghiệmTủ sách văn học Việt NamĐơn vị cấp phép: NXB Lao độngĐơn vị xuất bản và phát hành: Chib...
10190801,Đà Lạt Bên Dưới Sương Mù,https://tiki.vn/product-p10190801.html?spid=20481144,194600,229000,15,4.8,62,Nguyễn Vĩnh Nguyên,Nhà sách Fahasa,Sách tiếng Việt,,"Một Đà Lạt thời vàng son trong đời sống văn hóa đã từng được Nguyễn Vĩnh Nguyên tái hiện qua cuốn du khảo Đà Lạt, một thời hương xa.Lần này, là một cách tiếp cận khác, hành trình khác. Phần chìm, phầ..."
4708867,Thiên Đường Qua Những Ô Cửa Màu Xanh,https://tiki.vn/product-p4708867.html?spid=32220118,63000,70000,10,5.0,12,Na Hồ,Nhà sách Fahasa,Sách tiếng Việt,,"Thiên Đường Qua Những Ô Cửa Màu XanhThiên đường qua những ô cửa màu xanh không chỉ là ghi chép du lịch trong hành trình qua các nước châu Âu, mà còn gom góp những trải nghiệm đẹp đẽ trong suốt quá tr..."
1256325,Đá Nhọn Vực Sâu,https://tiki.vn/product-p1256325.html?spid=20480645,84100,99000,15,3.0,4,Nguyễn Vân Anh.,Nhà sách Fahasa,Sách tiếng Việt,,"            Đá Nhọn Vực Sâu        Cuốn sách viết về trải nghiệm Sơn Đoòng của tác giả Vân Anh – một người tên tuổi trong hoạt động về giới, phụ nữ, trẻ em    ở Việt Nam. Thông qua những gì đã ..."
68819776,Sơn Nam - Vạch Một Chân Trời - Chim Quyên Xuống Đất,https://tiki.vn/product-p68819776.html?spid=68819777,104400,120000,13,5.0,7,Sơn Nam,Nhà sách Fahasa,Nhà Sách Tiki,NXB Trẻ,"NXB Trẻ tái bản Vạch Một Chân Trời – Chim Quyên Xuống Đất của tác giả Sơn Nam với mong muốn thông qua tác phẩm giúp bạn đọc hiểu thêm về đời sống của những người đi trước, của thế hệ trước đã tạo dựng..."
50379011,Vàng Son Một Thuở Ba Tư - Tập Du Ký,https://tiki.vn/product-p50379011.html?spid=50723974,90000,100000,10,3.0,16,Nguyễn Chí Linh,Nhà sách Fahasa,Du ký,Nhà Xuất Bản Tổng hợp TP.HCM,"Vàng Son Một Thuở Ba Tư - Tập Du KýKhông như nền văn minh Ai Cập với các vị thần hóa thân vào trong loài vật, Hy Lạp quá rực rỡ với các vị thần tuyệt đẹp đường nét bước ra từ bộ sử thi và là một trong..."
50214757,Namaskar! Xin Chào Ấn Độ (Tái Bản 2020),https://tiki.vn/product-p50214757.html?spid=50214758,123500,130000,5,5.0,130,Hồ Anh Thái,Nhà sách Fahasa,Sách tiếng Việt,NXB Trẻ,"Namaskar! Xin chào Ấn Độ của Hồ Anh Thái được xuất bản lần đầu vào năm 2008, nay được Nxb. Trẻ tái bản lại cùng lúc với cuốn Salam! Chào Ba Tư – một sáng tác mới của tác giả, làm thành ..."
